元データ,Channel ID,関数でチャレンジ（重すぎる）,もりゆか検証中：GASでチャレンジ,GAS用✍
youtube.com::afv_user_id_Z1xuCK1kNmn5RzPYIZop3w,UCZ1xuCK1kNmn5RzPYIZop3w,,,
youtube.com::afv_user_id_p-5t9SrOQwXMU7iIjQfARg,UCp-5t9SrOQwXMU7iIjQfARg,,,
youtube.com::afv_user_id_eMEvu_eMF8qPtQC7uHZ_PQ,UCeMEvu_eMF8qPtQC7uHZ_PQ,,,
youtube.com::afv_user_id_S02b3Y9RCzsT2k4no6LN-g,UCS02b3Y9RCzsT2k4no6LN-g,,,
youtube.com::afv_user_id_EAvwlv0ZtJrSsgaA2CewOw,UCEAvwlv0ZtJrSsgaA2CewOw,,,
youtube.com::afv_user_id__bJ84v042iikj5QbyTOKkA,UC_bJ84v042iikj5QbyTOKkA,,,
youtube.com::afv_user_id_IG9rDtgR45VCZmYnd-4DUw,UCIG9rDtgR45VCZmYnd-4DUw,,,
youtube.com::afv_user_id_NdhTKY9QYzeVQGF2xtaHKQ,UCNdhTKY9QYzeVQGF2xtaHKQ,,,
youtube.com::afv_user_id_KMsGoPhjXJyBXcVhLd2rbg,UCKMsGoPhjXJyBXcVhLd2rbg,,,
youtube.com::afv_user_id_8-kmIZowlGKYNuJUSgzfpg,UC8-kmIZowlGKYNuJUSgzfpg,,,
youtube.com::afv_user_id_rFREdqSkLslvG2BpYpZHmg,UCrFREdqSkLslvG2BpYpZHmg,,,
youtube.com::afv_user_id_ANr15MC0s7bi4cxtDd1Gtg,UCANr15MC0s7bi4cxtDd1Gtg,,,
youtube.com::afv_user_id_w9-qglgZw8J8m2rxe7bAXw,UCw9-qglgZw8J8m2rxe7bAXw,,,
youtube.com::afv_user_id_rm0e3hIB8AktJiV_H0WfNA,UCrm0e3hIB8AktJiV_H0WfNA,,,
youtube.com::afv_user_id_ZwXiIKBc9ok5QsOqXk5kiw,UCZwXiIKBc9ok5QsOqXk5kiw,,,
youtube.com::afv_user_id_NiVuG2myBRECEMiZei593A,UCNiVuG2myBRECEMiZei593A,,,
youtube.com::afv_user_id_QPhAtgmWcbBwsG6MHh6v_w,UCQPhAtgmWcbBwsG6MHh6v_w,,,
youtube.com::afv_user_id_284hyxZFdS3m2P3J7lZjbw,UC284hyxZFdS3m2P3J7lZjbw,,,
youtube.com::afv_user_id_LZ53BDS7So3PQDfT7SqYPw,UCLZ53BDS7So3PQDfT7SqYPw,,,
youtube.com::afv_user_id_HcqA3nQ5JYkZJcUH_D0A1w,UCHcqA3nQ5JYkZJcUH_D0A1w,,,
youtube.com::afv_user_id_YLIuZ_k8mb9RJrLqNI5rhA,UCYLIuZ_k8mb9RJrLqNI5rhA,,,
youtube.com::afv_user_id_XIbbUPWKPxzGyfdbAG8mLg,UCXIbbUPWKPxzGyfdbAG8mLg,,,
youtube.com::afv_user_id_H4yRBPH2pDUjPeqomx8CTQ,UCH4yRBPH2pDUjPeqomx8CTQ,,,
youtube.com::afv_user_id_CX01LQLxxwGvzMaREZ-Iuw,UCCX01LQLxxwGvzMaREZ-Iuw,,,
youtube.com::afv_user_id__JeNsqs3-RaOGllds-eL_g,UC_JeNsqs3-RaOGllds-eL_g,,,
youtube.com::afv_user_id_WG4Sp71CkBNEKCqRE5HRuQ,UCWG4Sp71CkBNEKCqRE5HRuQ,,,
youtube.com::afv_user_id_dX4bMa2UPwcfZ_8ietRs2g,UCdX4bMa2UPwcfZ_8ietRs2g,,,
youtube.com::afv_user_id_25f1FyMuKnMapFO5w98N_g,UC25f1FyMuKnMapFO5w98N_g,,,
youtube.com::afv_user_id_bb9FsCRA83-6vdgXn2KSyA,UCbb9FsCRA83-6vdgXn2KSyA,,,
youtube.com::afv_user_id_RrXCfxt0PnTm8xhMRUH1fA,UCRrXCfxt0PnTm8xhMRUH1fA,,,
youtube.com::afv_user_id_V2P96hrGx5z-rQ8f9GXjig,UCV2P96hrGx5z-rQ8f9GXjig,,,
youtube.com::afv_user_id_nxOr4j-qXPkC7oQXtM18kg,UCnxOr4j-qXPkC7oQXtM18kg,,,
youtube.com::afv_user_id_58zaRv7_nuQqVbBGDox9hw,UC58zaRv7_nuQqVbBGDox9hw,,,
youtube.com::afv_user_id_j_Ftg9jc-oQmt9y7OTE_aw,UCj_Ftg9jc-oQmt9y7OTE_aw,,,
youtube.com::afv_user_id_Sy4ovsHKC3OsmO3gfSupLw,UCSy4ovsHKC3OsmO3gfSupLw,,,
youtube.com::afv_user_id_o7TRj3cS-f_1D9ZDmuTsjw,UCo7TRj3cS-f_1D9ZDmuTsjw,,,
youtube.com::afv_user_id_4eCu39g4IQJOtWuirr19yg,UC4eCu39g4IQJOtWuirr19yg,,,
youtube.com::afv_user_id_Vqo_xNBLhbZC4fS5tIZz5Q,UCVqo_xNBLhbZC4fS5tIZz5Q,,,
youtube.com::afv_user_id_IPKo-3YgwWFFEeagS-j30A,UCIPKo-3YgwWFFEeagS-j30A,,,
youtube.com::afv_user_id_ARV0ekChQosB18EDbPyLjw,UCARV0ekChQosB18EDbPyLjw,,,
youtube.com::afv_user_id_4LPZMM2cZGkUBAZpBMU2_g,UC4LPZMM2cZGkUBAZpBMU2_g,,,
youtube.com::afv_user_id_-1uvY3U4sMSGi52IcT_fWQ,UC-1uvY3U4sMSGi52IcT_fWQ,,,
youtube.com::afv_user_id_DLl2hCCbKqP3bFkSk3Dx1w,UCDLl2hCCbKqP3bFkSk3Dx1w,,,
youtube.com::afv_user_id_NElM45JypxqAR73RoUQ10g,UCNElM45JypxqAR73RoUQ10g,,,
youtube.com::afv_user_id_cvLSRIWJIAGFDyWtzkbiHA,UCcvLSRIWJIAGFDyWtzkbiHA,,,
youtube.com::afv_user_id_H3goNChaODS4vVO3yZjacQ,UCH3goNChaODS4vVO3yZjacQ,,,
youtube.com::afv_user_id_Lz6MG2kx_0xeaW0LowYnMQ,UCLz6MG2kx_0xeaW0LowYnMQ,,,
youtube.com::afv_user_id_hitc-o2VfWz5cgT-rMRIjQ,UChitc-o2VfWz5cgT-rMRIjQ,,,
youtube.com::afv_user_id_g19Rs9FtLE2KiZt7xEFOfw,UCg19Rs9FtLE2KiZt7xEFOfw,,,
youtube.com::afv_user_id_pgxgkifUGSKg9dNFE5Vo7Q,UCpgxgkifUGSKg9dNFE5Vo7Q,,,
youtube.com::afv_user_id_UKD-uaobj9jiqB-VXt71mA,UCUKD-uaobj9jiqB-VXt71mA,,,
youtube.com::afv_user_id_sg-YqdqQ-KFF0LNk23BY4A,UCsg-YqdqQ-KFF0LNk23BY4A,,,
youtube.com::afv_user_id_o2N7C-Z91waaR6lF3LL_jw,UCo2N7C-Z91waaR6lF3LL_jw,,,
youtube.com::afv_user_id_NmjvVzmY-SH4XBSA8ivLnQ,UCNmjvVzmY-SH4XBSA8ivLnQ,,,
youtube.com::afv_user_id_WaUYINbH9a0C-_u2ZYUZfA,UCWaUYINbH9a0C-_u2ZYUZfA,,,
youtube.com::afv_user_id_fnSEB4atVWATf6vzepHzqw,UCfnSEB4atVWATf6vzepHzqw,,,
youtube.com::afv_user_id_TrckUWmmrRZcNrfu1mZDOg,UCTrckUWmmrRZcNrfu1mZDOg,,,
youtube.com::afv_user_id_SetYeDTRZP2iybwVWqAsTQ,UCSetYeDTRZP2iybwVWqAsTQ,,,
youtube.com::afv_user_id_dFukkLFB6GOsfAAkNnmZJA,UCdFukkLFB6GOsfAAkNnmZJA,,,
youtube.com::afv_user_id_dg6QfeRTKRrMfxmxZEyvkQ,UCdg6QfeRTKRrMfxmxZEyvkQ,,,
youtube.com::afv_user_id_Db8eH9P9P25l7zUINJgyOA,UCDb8eH9P9P25l7zUINJgyOA,,,
youtube.com::afv_user_id_ft5HulDeuKloukyShxyOZA,UCft5HulDeuKloukyShxyOZA,,,
youtube.com::afv_user_id_Uc8GZfFxtmk7ZwSO7ccQ0g,UCUc8GZfFxtmk7ZwSO7ccQ0g,,,
youtube.com::afv_user_id_4N7ob-wKlnh0PuszAAzAzQ,UC4N7ob-wKlnh0PuszAAzAzQ,,,
youtube.com::afv_user_id_dJyz1EnhKPM0XC0DK9979A,UCdJyz1EnhKPM0XC0DK9979A,,,
youtube.com::afv_user_id_xvxIxnS9cjPyeebbiOd4lg,UCxvxIxnS9cjPyeebbiOd4lg,,,
youtube.com::afv_user_id_PlreGCqby4Qg9Vuem5scpw,UCPlreGCqby4Qg9Vuem5scpw,,,
youtube.com::afv_user_id_vZ2_QT3GHTC8GF5yXhW2Bw,UCvZ2_QT3GHTC8GF5yXhW2Bw,,,
youtube.com::afv_user_id_6cZRYwUPyvoeOOb0dqrAug,UC6cZRYwUPyvoeOOb0dqrAug,,,
youtube.com::afv_user_id_qt-nqCI7mmFXTiiRLxoaqw,UCqt-nqCI7mmFXTiiRLxoaqw,,,
youtube.com::afv_user_id_xOjoraUPd0Dq9PAyIhC6tQ,UCxOjoraUPd0Dq9PAyIhC6tQ,,,
youtube.com::afv_user_id_nN-pPEzo43nU5Gq5dQVY3g,UCnN-pPEzo43nU5Gq5dQVY3g,,,
youtube.com::afv_user_id_BuLdF0tQn5oZjpvYWSQkaA,UCBuLdF0tQn5oZjpvYWSQkaA,,,
youtube.com::afv_user_id_Lhhl-DzXVOyzoF5jgoPl8w,UCLhhl-DzXVOyzoF5jgoPl8w,,,
youtube.com::afv_user_id_SsjL41NsyqSNNbanuI0htg,UCSsjL41NsyqSNNbanuI0htg,,,
youtube.com::afv_user_id_lzpoRto1BJXaRGe9OkkGLQ,UClzpoRto1BJXaRGe9OkkGLQ,,,
youtube.com::afv_user_id_CJel9mmTsxDU9RiCwdiLiA,UCCJel9mmTsxDU9RiCwdiLiA,,,
youtube.com::afv_user_id_LtG3gVmu85S3RjKmI8gZzQ,UCLtG3gVmu85S3RjKmI8gZzQ,,,
youtube.com::afv_user_id_l65-bVT14S8KllMxcDqNKw,UCl65-bVT14S8KllMxcDqNKw,,,
youtube.com::afv_user_id_SYCOHHulAU-vAKeeaR65Wg,UCSYCOHHulAU-vAKeeaR65Wg,,,
youtube.com::afv_user_id_v_jreWfYg70AcUQHrdJwNQ,UCv_jreWfYg70AcUQHrdJwNQ,,,
youtube.com::afv_user_id_Ytv1My064sodwuWBDhbQfQ,UCYtv1My064sodwuWBDhbQfQ,,,
youtube.com::afv_user_id_0CHiZo_mR-xvF1xQnbethw,UC0CHiZo_mR-xvF1xQnbethw,,,
youtube.com::afv_user_id_PBH2bIHXIijK8BwumQyRiQ,UCPBH2bIHXIijK8BwumQyRiQ,,,
youtube.com::afv_user_id_gLt6RS5cHmL6i15sbu2kGw,UCgLt6RS5cHmL6i15sbu2kGw,,,
youtube.com::afv_user_id_LFiFaxDZc3FmdU8fAJNKYw,UCLFiFaxDZc3FmdU8fAJNKYw,,,
youtube.com::afv_user_id_gmbjeKJK3OsYP1c3rRQPtg,UCgmbjeKJK3OsYP1c3rRQPtg,,,
youtube.com::afv_user_id_JznkSHH17Z-MkE0gmZeuTg,UCJznkSHH17Z-MkE0gmZeuTg,,,
youtube.com::afv_user_id_r7XbI_K1IPPk4ZrVbZlMDw,UCr7XbI_K1IPPk4ZrVbZlMDw,,,
youtube.com::afv_user_id_7F_CLFtxDetmUnORgmwImg,UC7F_CLFtxDetmUnORgmwImg,,,
youtube.com::afv_user_id_v1fFr156jc65EMiLbaLImw,UCv1fFr156jc65EMiLbaLImw,,,
youtube.com::afv_user_id_G65Bspo5wXMoOARHlFjKNg,UCG65Bspo5wXMoOARHlFjKNg,,,
youtube.com::afv_user_id_ryItMG5CX-iF_7OzRTn9SA,UCryItMG5CX-iF_7OzRTn9SA,,,
youtube.com::afv_user_id_ipDXt4RWahzz-uplqYyz0A,UCipDXt4RWahzz-uplqYyz0A,,,
youtube.com::afv_user_id_VbRZ9cygENKPsBzGm2qOUw,UCVbRZ9cygENKPsBzGm2qOUw,,,
youtube.com::afv_user_id_8dBPlnKodOG7eoPa9RuUFg,UC8dBPlnKodOG7eoPa9RuUFg,,,
youtube.com::afv_user_id_sW-2LeMgUNGdMloq5kPeLg,UCsW-2LeMgUNGdMloq5kPeLg,,,
youtube.com::afv_user_id_8XFEcGcHz6jXcaWQqfZrlA,UC8XFEcGcHz6jXcaWQqfZrlA,,,
youtube.com::afv_user_id_IF1lv9U79XWAyFGQwGzvCw,UCIF1lv9U79XWAyFGQwGzvCw,,,
youtube.com::afv_user_id_KDNkN3a6zF1CyEJHBKmy-w,UCKDNkN3a6zF1CyEJHBKmy-w,,,
youtube.com::afv_user_id_umL9Tc1YyNPb5NqKR2R8Ow,UCumL9Tc1YyNPb5NqKR2R8Ow,,,
youtube.com::afv_user_id_YIRf3nDFR5D7tJibDxGwGQ,UCYIRf3nDFR5D7tJibDxGwGQ,,,
youtube.com::afv_user_id_XTpFs_3PqI41qX2d9tL2Rw,UCXTpFs_3PqI41qX2d9tL2Rw,,,
youtube.com::afv_user_id_RRKdB87Oj-FkqS4L9QQRiQ,UCRRKdB87Oj-FkqS4L9QQRiQ,,,
youtube.com::afv_user_id_FyMFGIiSxfk-bKiAyywukw,UCFyMFGIiSxfk-bKiAyywukw,,,
youtube.com::afv_user_id_4zNRgdhLb7wczrMcfdrsVQ,UC4zNRgdhLb7wczrMcfdrsVQ,,,
youtube.com::afv_user_id_DkIiFiQ_gTsH6rVh8UZ9uQ,UCDkIiFiQ_gTsH6rVh8UZ9uQ,,,
youtube.com::afv_user_id_Lhze1aqskkJd7npickz6eg,UCLhze1aqskkJd7npickz6eg,,,
youtube.com::afv_user_id_jGDnDv-xiCCaGwO27lZbPw,UCjGDnDv-xiCCaGwO27lZbPw,,,
youtube.com::afv_user_id_8klv41xHWkzPdUv2WXCmvg,UC8klv41xHWkzPdUv2WXCmvg,,,
youtube.com::afv_user_id_Yiw5-IDUwtWUc2e6t-hcXg,UCYiw5-IDUwtWUc2e6t-hcXg,,,
youtube.com::afv_user_id_rXovagkrY0px5gs9ct91bQ,UCrXovagkrY0px5gs9ct91bQ,,,
youtube.com::afv_user_id_mi9_Uexl0JIOSMngv7Y7lg,UCmi9_Uexl0JIOSMngv7Y7lg,,,
youtube.com::afv_user_id_pRh2xmGtaVhFVuyCB271pw,UCpRh2xmGtaVhFVuyCB271pw,,,
youtube.com::afv_user_id_pcOFo2ONYhf92iIGinfskw,UCpcOFo2ONYhf92iIGinfskw,,,
youtube.com::afv_user_id_a5WCGUoJs2kBN6vsfzIPGA,UCa5WCGUoJs2kBN6vsfzIPGA,,,
youtube.com::afv_user_id__U7pKOVK-0hGr7bDmy2mng,UC_U7pKOVK-0hGr7bDmy2mng,,,
youtube.com::afv_user_id_YTximhpSat0HHFPAI0UpUA,UCYTximhpSat0HHFPAI0UpUA,,,
youtube.com::afv_user_id_FUAjeyVai7kXP2b3or7fFg,UCFUAjeyVai7kXP2b3or7fFg,,,
youtube.com::afv_user_id_8gZTJ1YLRH8VMmAg_tsmMw,UC8gZTJ1YLRH8VMmAg_tsmMw,,,
youtube.com::afv_user_id_nMomb_sGrZgBtFNvG7Zgnw,UCnMomb_sGrZgBtFNvG7Zgnw,,,
youtube.com::afv_user_id_1wLdD1RVGp_rLH1NRJnD0A,UC1wLdD1RVGp_rLH1NRJnD0A,,,
youtube.com::afv_user_id_agAVZFPcLh9UMDidIUfXKQ,UCagAVZFPcLh9UMDidIUfXKQ,,,
youtube.com::afv_user_id_S_rn3TUkwpXCKc-WUtxNMw,UCS_rn3TUkwpXCKc-WUtxNMw,,,
youtube.com::afv_user_id_FQe6g5vk-LF8O771Ih09rQ,UCFQe6g5vk-LF8O771Ih09rQ,,,
youtube.com::afv_user_id_SUoYBkFDPyQ941p370w64A,UCSUoYBkFDPyQ941p370w64A,,,
youtube.com::afv_user_id_5RmUAcm_w5K9cxtQSj7W7g,UC5RmUAcm_w5K9cxtQSj7W7g,,,
youtube.com::afv_user_id_6YCYNhv2E9Owb6l-hj5yVw,UC6YCYNhv2E9Owb6l-hj5yVw,,,
youtube.com::afv_user_id_mMs_sVY5peMzGLQvCOfL5Q,UCmMs_sVY5peMzGLQvCOfL5Q,,,
youtube.com::afv_user_id_FEt0_aIkl1PWCJuCx8JClg,UCFEt0_aIkl1PWCJuCx8JClg,,,
youtube.com::afv_user_id_XgaaEw-FRb4HXGo8ka-pfw,UCXgaaEw-FRb4HXGo8ka-pfw,,,
youtube.com::afv_user_id_C8fFYot3Uivx9ulHefEeAA,UCC8fFYot3Uivx9ulHefEeAA,,,
youtube.com::afv_user_id_Uz2jRRS1QTgrFAlYuKU5aQ,UCUz2jRRS1QTgrFAlYuKU5aQ,,,
youtube.com::afv_user_id_oy7IYjVbDZV2huXNeB7aUw,UCoy7IYjVbDZV2huXNeB7aUw,,,
youtube.com::afv_user_id_koMwk-b63Rr8jNUXg2TfCw,UCkoMwk-b63Rr8jNUXg2TfCw,,,
youtube.com::afv_user_id_QMzqW7LdjDEJ7uDrwM1P6w,UCQMzqW7LdjDEJ7uDrwM1P6w,,,
youtube.com::afv_user_id_ZLeZXjm_opUQFhLa4I_VFg,UCZLeZXjm_opUQFhLa4I_VFg,,,
youtube.com::afv_user_id_rAPIyKZwC3R0O8b3yt1F3g,UCrAPIyKZwC3R0O8b3yt1F3g,,,
youtube.com::afv_user_id_xxtBtiQjEklSXTNpRqLFkw,UCxxtBtiQjEklSXTNpRqLFkw,,,
youtube.com::afv_user_id_TcnJXO452QM1Bzg0qVtSmA,UCTcnJXO452QM1Bzg0qVtSmA,,,
youtube.com::afv_user_id_7aaBqVlkCjhkhr8R9weLrw,UC7aaBqVlkCjhkhr8R9weLrw,,,
youtube.com::afv_user_id_kngxfPbmGyGl_RIq4FA3MQ,UCkngxfPbmGyGl_RIq4FA3MQ,,,
youtube.com::afv_user_id_tubooLn_qgqoWsWS-UWuHw,UCtubooLn_qgqoWsWS-UWuHw,,,
youtube.com::afv_user_id_A8KXanW8BhpZW-ovlKnDnQ,UCA8KXanW8BhpZW-ovlKnDnQ,,,
youtube.com::afv_user_id_sOQ8NbS2hCLNb2j6YYJRwA,UCsOQ8NbS2hCLNb2j6YYJRwA,,,
youtube.com::afv_user_id__IyNfukGc-8Q4XzMxD2Wpw,UC_IyNfukGc-8Q4XzMxD2Wpw,,,
youtube.com::afv_user_id_4YYMfsqUrejYXKnV--BydQ,UC4YYMfsqUrejYXKnV--BydQ,,,
youtube.com::afv_user_id_ulX_LU-YWhWm66a35HPbEw,UCulX_LU-YWhWm66a35HPbEw,,,
youtube.com::afv_user_id_UQpm2XAEb0mmIrlal_Pvmw,UCUQpm2XAEb0mmIrlal_Pvmw,,,
youtube.com::afv_user_id_nytKFJthNMt9_z3LHNACtA,UCnytKFJthNMt9_z3LHNACtA,,,
youtube.com::afv_user_id_9-yZkJfxtg6WNCX5mUQb0w,UC9-yZkJfxtg6WNCX5mUQb0w,,,
youtube.com::afv_user_id_L7VEatXa9yBCKeM-ww8TnA,UCL7VEatXa9yBCKeM-ww8TnA,,,
youtube.com::afv_user_id_t_t4rAr9eJeFwaMlc7Mzag,UCt_t4rAr9eJeFwaMlc7Mzag,,,
youtube.com::afv_user_id_lrGx_LMxcE-Unwhgvb334Q,UClrGx_LMxcE-Unwhgvb334Q,,,
youtube.com::afv_user_id_fjca6Z_wpyinTqHdIYJ49Q,UCfjca6Z_wpyinTqHdIYJ49Q,,,
youtube.com::afv_user_id_lkNA3RXXaAhKvjFmDMR-Lw,UClkNA3RXXaAhKvjFmDMR-Lw,,,
youtube.com::afv_user_id_MBwu_ExOpLvg30-j0SIbFw,UCMBwu_ExOpLvg30-j0SIbFw,,,
youtube.com::afv_user_id_1-EP9cKVrNQqvG-drnDA7Q,UC1-EP9cKVrNQqvG-drnDA7Q,,,
youtube.com::afv_user_id_vAV8AiAdvlRLLJf5AY0lTw,UCvAV8AiAdvlRLLJf5AY0lTw,,,
youtube.com::afv_user_id_qqq4HnXuWDCTM1nxc_OxOQ,UCqqq4HnXuWDCTM1nxc_OxOQ,,,
youtube.com::afv_user_id_EpQ2tdbm29gEvz70rbYlIA,UCEpQ2tdbm29gEvz70rbYlIA,,,
youtube.com::afv_user_id_rR3bHE6ZJ30YUUTl-G2RVg,UCrR3bHE6ZJ30YUUTl-G2RVg,,,
youtube.com::afv_user_id_wTk9STAIznJprH-jrzcqgw,UCwTk9STAIznJprH-jrzcqgw,,,
youtube.com::afv_user_id_cxj8uiQUeSfMHLy_Sk8FhA,UCcxj8uiQUeSfMHLy_Sk8FhA,,,
youtube.com::afv_user_id_i8WDd6UlZLAaQzdyqD6B-w,UCi8WDd6UlZLAaQzdyqD6B-w,,,
youtube.com::afv_user_id_K9V2B22uJYu3N7eR_BT9QA,UCK9V2B22uJYu3N7eR_BT9QA,,,
youtube.com::afv_user_id_EmUvweJwQ1EeUqb-dk8FkA,UCEmUvweJwQ1EeUqb-dk8FkA,,,
youtube.com::afv_user_id_RGxtWcbm3zzHIPsGHGbftg,UCRGxtWcbm3zzHIPsGHGbftg,,,
youtube.com::afv_user_id_jSeXbXh2BS-ErZO7a6ienQ,UCjSeXbXh2BS-ErZO7a6ienQ,,,
youtube.com::afv_user_id_RtmPX4pfSvYX-P5IJHmQUQ,UCRtmPX4pfSvYX-P5IJHmQUQ,,,
youtube.com::afv_user_id_JsfO4nKS3_c24zLbF8rT0A,UCJsfO4nKS3_c24zLbF8rT0A,,,
youtube.com::afv_user_id_7-N7MvN5muVIHqyQx9LFbA,UC7-N7MvN5muVIHqyQx9LFbA,,,
youtube.com::afv_user_id_YMRiVcG676EG87sV9gylnw,UCYMRiVcG676EG87sV9gylnw,,,
youtube.com::afv_user_id_6pwrfT0KRkezvRXFmpkKCg,UC6pwrfT0KRkezvRXFmpkKCg,,,
youtube.com::afv_user_id_msA3A5_HKBwI9OktSttTFg,UCmsA3A5_HKBwI9OktSttTFg,,,
youtube.com::afv_user_id_3-1iYGHfR43q_b974vUNYg,UC3-1iYGHfR43q_b974vUNYg,,,
youtube.com::afv_user_id_-h_pyU0NBIu12JN5u18sOQ,UC-h_pyU0NBIu12JN5u18sOQ,,,
youtube.com::afv_user_id_5FHro6XfWMGHafWWavzXaQ,UC5FHro6XfWMGHafWWavzXaQ,,,
youtube.com::afv_user_id_Y5IdyC_L0WQmascZYB_Fow,UCY5IdyC_L0WQmascZYB_Fow,,,
youtube.com::afv_user_id_iS_Rha9HIkafneIimbWh1g,UCiS_Rha9HIkafneIimbWh1g,,,
youtube.com::afv_user_id_qu5_zgnVshzZ99gWbqBcyw,UCqu5_zgnVshzZ99gWbqBcyw,,,
youtube.com::afv_user_id_QlgzAUA4O2yVgn8X8B5Xbw,UCQlgzAUA4O2yVgn8X8B5Xbw,,,
youtube.com::afv_user_id_jW-KhfkUYhjwD7lqN-LcFg,UCjW-KhfkUYhjwD7lqN-LcFg,,,
youtube.com::afv_user_id_gb_MEmmOzvbS4wUhJembig,UCgb_MEmmOzvbS4wUhJembig,,,
youtube.com::afv_user_id_SIZvQFqYheP4k_vsslxPfg,UCSIZvQFqYheP4k_vsslxPfg,,,
youtube.com::afv_user_id_TpvP62LES9r-5xyxZBsUWg,UCTpvP62LES9r-5xyxZBsUWg,,,
youtube.com::afv_user_id_pKk-VBmrnhNkM9kglq0jJg,UCpKk-VBmrnhNkM9kglq0jJg,,,
youtube.com::afv_user_id_sujIsfOQiB-qPGji30iUfQ,UCsujIsfOQiB-qPGji30iUfQ,,,
youtube.com::afv_user_id_hWAEmiRXDhUx0-5jai-1TQ,UChWAEmiRXDhUx0-5jai-1TQ,,,
youtube.com::afv_user_id_MAEQdzGckZ9FMWJv8tz2zA,UCMAEQdzGckZ9FMWJv8tz2zA,,,
youtube.com::afv_user_id_t7ROfC-kIfRFx7yl4WLMjg,UCt7ROfC-kIfRFx7yl4WLMjg,,,
youtube.com::afv_user_id_hli7ENI0bjMSkWS_z8MQFw,UChli7ENI0bjMSkWS_z8MQFw,,,
youtube.com::afv_user_id_Mo69XKKF840sUl8JhHJGfA,UCMo69XKKF840sUl8JhHJGfA,,,
youtube.com::afv_user_id_fhfIBo7PhDzpK_Yuyk2OXg,UCfhfIBo7PhDzpK_Yuyk2OXg,,,
youtube.com::afv_user_id_DG8K9g6qo8gX4jCjsqUVzA,UCDG8K9g6qo8gX4jCjsqUVzA,,,
youtube.com::afv_user_id_j7xqUAsFAmtu2L4QiRcIsQ,UCj7xqUAsFAmtu2L4QiRcIsQ,,,
youtube.com::afv_user_id_xzG1FzrxCibJ2qPGhB9Nkw,UCxzG1FzrxCibJ2qPGhB9Nkw,,,
youtube.com::afv_user_id_VVQ9pKbYulBUwfu5TmIvaQ,UCVVQ9pKbYulBUwfu5TmIvaQ,,,
youtube.com::afv_user_id_mwgWWVJPuQqWr91bUY3RHw,UCmwgWWVJPuQqWr91bUY3RHw,,,
youtube.com::afv_user_id_0OskCvXSgVsle9WVLbO9lA,UC0OskCvXSgVsle9WVLbO9lA,,,
youtube.com::afv_user_id_r-ojRf52OMxnZRTYJszSmg,UCr-ojRf52OMxnZRTYJszSmg,,,
youtube.com::afv_user_id_-6rZgmxZSIbq786j3RD5ow,UC-6rZgmxZSIbq786j3RD5ow,,,
youtube.com::afv_user_id_zxtmwmn6i7OtISnWmCNkBQ,UCzxtmwmn6i7OtISnWmCNkBQ,,,
youtube.com::afv_user_id_VQuQ8YtS_0d35quYAFTCDg,UCVQuQ8YtS_0d35quYAFTCDg,,,
youtube.com::afv_user_id_EF2wJvLekiWk6p9Nd5tyYA,UCEF2wJvLekiWk6p9Nd5tyYA,,,
youtube.com::afv_user_id_Ox7rcKnL2C22y6DjwDxy9w,UCOx7rcKnL2C22y6DjwDxy9w,,,
youtube.com::afv_user_id_u2Fxqf37DAZ0ZhIsd1FZwA,UCu2Fxqf37DAZ0ZhIsd1FZwA,,,
youtube.com::afv_user_id_miivdWbzuVQKMljjvfVjqQ,UCmiivdWbzuVQKMljjvfVjqQ,,,
youtube.com::afv_user_id_VpGiJmXoTpjrpkVEAfbpHg,UCVpGiJmXoTpjrpkVEAfbpHg,,,
youtube.com::afv_user_id_UpP2J1Ek-ATslcEs5ZFaPQ,UCUpP2J1Ek-ATslcEs5ZFaPQ,,,
youtube.com::afv_user_id_gpmBtbVmsfwqhU_pU5CA3g,UCgpmBtbVmsfwqhU_pU5CA3g,,,
youtube.com::afv_user_id_WzGkre-7TJUPn9AGgRuziw,UCWzGkre-7TJUPn9AGgRuziw,,,
youtube.com::afv_user_id_LOjBUPKe4lv9k8aEW525RA,UCLOjBUPKe4lv9k8aEW525RA,,,
youtube.com::afv_user_id_aw2b236m1dr-bsIKnsVeQg,UCaw2b236m1dr-bsIKnsVeQg,,,
youtube.com::afv_user_id___GjhhFT_uotejS-a7Uibw,UC__GjhhFT_uotejS-a7Uibw,,,
youtube.com::afv_user_id_WyrryAVGkScexM66OL3b3A,UCWyrryAVGkScexM66OL3b3A,,,
youtube.com::afv_user_id_lAFsLVoVO2_UH9z0vimajg,UClAFsLVoVO2_UH9z0vimajg,,,
youtube.com::afv_user_id_2JAjosPLS4WMetfl6304hg,UC2JAjosPLS4WMetfl6304hg,,,
youtube.com::afv_user_id_SxCyYHtPzn-23kNT-RgWqw,UCSxCyYHtPzn-23kNT-RgWqw,,,
youtube.com::afv_user_id_2xx0hxBJgrU0m_DkoR9qUg,UC2xx0hxBJgrU0m_DkoR9qUg,,,
youtube.com::afv_user_id_U607BfClX724VqZZ9zWWcA,UCU607BfClX724VqZZ9zWWcA,,,
youtube.com::afv_user_id_5jLzUQiTIk8CWiShdqQfDQ,UC5jLzUQiTIk8CWiShdqQfDQ,,,
youtube.com::afv_user_id_7C5oRm6cGgbjJdPPEVeNMA,UC7C5oRm6cGgbjJdPPEVeNMA,,,
